,Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
3118291,dabad6babe86b0,5625095bd5e769,ce53d165a26af8,0,0,0.0,0,0,0,80,0,0,0,0.0,1912,squad,26,23,1500,0,0.0,0,0.0,0,0,129.3,1,0,0.04
2162342,fc71536a17b2e2,d5fe4ff2a82062,5bc99cf75dd0ff,1,0,157.2,0,0,0,24,0,1,1,47.71,1869,duo,48,47,1490,0,301.8,0,0.0,0,0,2110.0,4,0,0.8298
3713201,839790d5b66dad,774fedd541e1a9,e11200713f24cb,1,6,886.2,6,1,1,1,0,9,3,179.8,1381,squad-fpp,29,29,1459,1,0.0,0,0.0,0,0,3141.0,8,0,1.0
3283793,4fdfd43fefd24d,b3b141f6baaa45,a2c888ee867b9f,1,1,94.38,0,0,1,42,1131,0,0,0.0,1328,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,2144.0,2,1523,0.8929
1690527,ca2d71891e8c76,138471770f2497,6c202c78e0a065,1,1,200.0,1,0,0,20,0,2,2,7.364,1478,squad-fpp,30,29,1461,0,0.0,0,0.0,0,0,461.3,4,0,0.3793
3296048,9a33efa514bb9e,818b147897ae00,e1c55e60fd982d,1,1,51.52,0,0,3,56,1509,0,0,0.0,1964,duo-fpp,48,47,-1,0,4752.0,0,389.7,0,0,1257.0,3,1519,0.5532
2440282,ba2c8b605c34ce,1a4de8c86513e8,20b65ba46f15c5,0,0,0.0,0,0,0,88,0,0,0,0.0,1900,squad-fpp,29,28,1449,0,0.0,0,0.0,0,0,154.1,4,0,0.1429
3025087,76c27c65e4dcb1,a654811fd5b57a,24175bbab6be46,0,0,20.74,0,0,1,84,1426,0,0,0.0,1328,squad-fpp,31,31,-1,0,0.0,0,0.0,0,0,124.5,3,1469,0.1
801699,ecfb9e6c990138,e5d37083b25801,e287e8290ab0b9,0,0,0.0,0,0,0,51,0,0,0,0.0,1455,solo-fpp,94,91,1532,0,7400.0,0,0.0,0,0,375.3,2,0,0.7419
3856930,81cdba7d6b2380,347f37bb6a8bad,b6839ecc0b99f0,0,0,100.0,1,0,0,55,1312,0,0,0.0,1530,squad-fpp,30,28,-1,0,0.0,0,0.0,0,0,41.55,1,1498,0.6897
453132,7f4bce21939c2b,3689402414e2ca,7836cddbde166e,0,5,143.9,0,0,0,13,1369,2,1,37.84,1399,duo,49,47,-1,0,2946.0,0,0.0,0,0,1500.0,3,1587,1.0
2221882,740786a3c23d41,f3f43330751b6e,bf14a280cbe623,0,0,0.0,0,0,0,92,1055,0,0,0.0,1394,solo-fpp,94,89,-1,0,0.0,0,0.0,0,0,0.0,0,1497,0.0
1755113,7e8b7b90daad92,9d398a19b2f277,2b03bfc09f4662,0,2,36.37,0,0,3,54,1042,0,0,0.0,1835,squad-fpp,29,28,-1,0,2764.0,0,0.0,0,0,2170.0,5,1475,0.6786
1469634,3ad09f98a7a0cd,dc622ccab35455,9989e106327650,0,0,55.65,0,0,0,65,0,0,0,0.0,1849,solo-fpp,95,93,1507,0,0.0,0,0.0,0,0,569.1,4,0,0.3511
2223101,efcc9ddc8d1f36,1a99651abc0dfc,536c2da6f203a1,0,0,28.28,0,0,0,76,1227,0,0,0.0,1799,solo-fpp,95,95,-1,0,0.0,0,0.0,0,0,260.2,3,1562,0.3085
2714155,cc5e926fc2c3f9,cb69b73664cb06,fdc1c19a766450,0,0,64.07,0,0,0,82,0,0,0,0.0,1473,squad-fpp,29,29,1449,0,0.0,0,0.0,0,0,132.0,2,0,0.2143
1527748,0307941d32ef8a,3a0b8d2d435760,2d1c21b42bb381,1,0,834.8,5,3,1,1,1000,8,3,76.44,1873,squad-fpp,18,18,0,0,0.0,0,0.0,1,0,605.6,4,1500,0.3529
1698269,39a7739d38039e,925e175856a014,eaa765d0ba4be9,0,0,166.2,0,0,0,24,0,1,1,6.975,1357,squad-fpp,27,26,1500,0,0.0,0,0.0,0,0,1660.0,2,0,0.6154
4186596,72bd5003229f2a,6fdcb8d5509807,2f9b048abc86ee,0,4,240.9,1,0,3,12,1408,2,2,169.5,1860,duo-fpp,42,41,-1,0,0.0,0,0.0,0,0,3738.0,5,1599,0.9512
4404876,7ad991acb5b6ba,a57837dc68c8ea,4f65599a2970ca,0,0,0.0,0,0,1,84,1187,0,0,0.0,1394,squad-fpp,32,30,-1,0,0.0,0,0.0,0,0,145.2,2,1535,0.0968
536294,f306f951c225c1,74334d449e5ea1,4464a043ff6cb4,0,1,396.6,2,0,0,31,0,1,1,63.54,1915,duo-fpp,48,47,1494,0,0.0,0,0.0,0,0,447.5,6,0,0.4255
3174438,3269f791dce71b,2b2bc098721aec,0e65c392a4a286,2,3,875.1,6,3,1,1,1309,6,2,54.89,1372,squad,29,29,-1,3,0.0,0,0.0,0,0,1430.0,4,1438,0.5
1519110,c65dfea0a61e31,213b8e3a26309c,c83262e5440e0e,2,2,295.1,0,0,3,25,1412,1,1,1.772,1378,duo-fpp,49,49,-1,0,0.0,0,0.0,0,0,3886.0,4,1407,0.9792
1584863,24345ba43ad1a6,de81bb4f93b50d,912ec99f3e6626,0,0,1.622,0,0,0,57,956,0,0,0.0,1351,squad-fpp,26,26,-1,0,390.3,0,1.197,0,0,1877.0,2,1421,0.48
660104,73a6cc883a0c7a,b08b413b867a8c,06cb22535d99ab,0,5,470.5,2,1,1,2,1516,5,2,53.25,1416,duo-fpp,44,44,-1,1,0.0,0,302.1,0,0,3115.0,2,1507,1.0
3033185,4e29dc5c2ada9c,3c4fa0888fc3fa,eac0c44fe2ae87,1,0,12.64,0,0,0,86,0,0,0,0.0,1310,squad-fpp,29,28,1486,0,0.0,0,0.0,0,0,33.81,1,0,0.1429
2741425,126b4d55915732,210a722716bb1a,ef98cae8347ec8,0,0,227.5,2,0,0,23,0,2,1,18.39,1410,squad-fpp,29,29,1429,0,0.0,0,0.0,0,0,298.4,2,0,0.2857
3237725,a48a90f36d099a,ca06065f3991de,1a738587d6e1b0,2,2,262.5,1,0,0,19,0,2,2,102.4,1927,duo-fpp,49,48,1420,1,1241.0,0,0.0,0,0,2257.0,6,0,0.6042
682260,155ef2e6c66c26,7a9d4a521ba596,c114ae7fe6e34d,0,0,0.0,0,0,0,59,0,0,0,0.0,1953,duo,44,41,1510,0,0.0,0,0.0,0,0,236.6,3,0,0.3488
3558145,0bd568f5ed3f50,3d1cd12266cf5d,84d9e2846039d1,2,0,166.4,0,0,0,35,0,1,1,8.886,1889,squad-fpp,30,30,1539,2,7565.0,0,0.0,0,0,2190.0,5,0,0.6897
2950212,a0e84e911edb1a,54d9ea23f0aab7,1c28bcc2761bef,1,0,28.38,0,0,0,82,0,0,0,0.0,1890,duo,49,47,1505,0,0.0,0,0.0,0,0,159.5,6,0,0.1667
1015263,abd106ec65f686,9cd2d53ebef97f,886237cea6f460,0,1,337.1,2,0,1,10,1545,3,3,14.41,1384,squad-fpp,30,30,-1,0,0.0,0,0.0,0,0,1149.0,6,1500,0.5172
2432526,a626a74d163a1d,fbf4a4e4c544f9,06ff3c9d741d8e,2,0,196.5,1,0,0,40,1440,1,1,5.227,1355,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,200.7,3,1512,0.2222
3302715,5a2194a59af739,d400e7b1387d36,3aeb258b88789c,0,0,0.0,0,0,0,66,1050,0,0,0.0,1882,squad,26,25,-1,0,0.0,0,0.0,0,0,796.7,8,1463,0.32
823559,b23fae49c40b58,5d32d3814ea212,6de05c42247f85,0,1,0.0,0,0,0,65,0,0,0,0.0,1457,solo,99,97,1530,0,0.0,0,0.0,0,0,548.8,3,0,0.4796
2685901,35b9766272a65d,fa257aee1284b7,6ace251c9fa03d,1,0,77.4,0,0,0,70,1407,0,0,0.0,1433,duo-fpp,49,45,-1,0,96.8,0,0.0,0,0,363.9,2,1506,0.3125
2759413,f43c3670c1d040,ffd4b97a0a21d8,014a6bcfd959ea,1,2,151.5,1,1,1,26,0,1,1,14.22,1846,squad-fpp,29,27,1514,2,1226.0,0,0.0,0,0,2418.0,4,0,0.5714
3678648,58a2a64ebec1df,fdb1cba9d9aa3d,45932cf2afd564,0,2,46.8,0,0,1,60,1269,0,0,0.0,1306,squad,26,25,0,0,0.0,0,0.0,0,0,1763.0,5,1530,0.4
2545332,bc0b476f0fabac,95b4fca36595d1,0e35d914fec7e2,1,3,205.8,1,1,1,24,0,1,1,64.67,1372,squad-fpp,29,27,1459,0,0.0,0,0.0,0,0,1859.0,4,0,0.7857
897674,debc8edbdc6168,b40114d793fe64,4e8cedfa125c6a,0,0,91.65,0,0,0,82,1613,0,0,0.0,1565,solo-fpp,99,97,-1,0,0.0,0,0.0,0,0,81.4,4,1467,0.1939
557231,19a28c4f8a4cad,52ba4d82ed5e85,98352b6e09f9c3,0,0,175.0,2,0,0,39,0,1,1,3.049,1364,squad-fpp,30,29,1401,0,368.9,0,0.0,0,0,443.0,5,0,0.2414
4141950,6815123112d06e,3e6917e6c124ae,42f997c16d8a0e,0,0,39.8,1,1,0,24,1000,1,1,34.01,1793,normal-duo,12,11,-1,0,0.0,0,0.0,0,0,79.57,2,1500,0.7273
1633428,1258f7dcdea994,0709e5b9f3ab39,8d8303584442c4,0,0,0.0,0,0,1,48,1000,0,0,0.0,1894,squad-fpp,29,29,-1,0,744.9,0,0.0,0,0,2789.0,4,1500,0.75
1255954,af622df0f4b59b,d99cf0243be96d,d90d8cc9d2f05c,0,0,0.0,0,0,0,94,1000,0,0,0.0,1321,squad-fpp,27,26,-1,0,0.0,0,0.0,0,0,13.08,0,1500,0.0
1987568,6cec7ce64185a2,7dd78c5daa59a2,9455bb8644e4c4,1,4,518.2,4,2,6,2,0,4,2,152.1,1823,duo-fpp,50,49,1535,0,6273.0,0,0.0,0,1,2170.0,5,0,0.9592
2808353,18433a3daf9ed5,cabb4456ca8833,33a674f863fefe,0,0,130.8,0,0,0,36,1102,1,1,2.262,1825,solo-fpp,95,91,-1,0,0.0,0,0.0,0,0,51.47,1,1518,0.0851
3715488,2116f2193d7328,2729497cdff702,11807d7bcd9a65,0,0,0.0,0,0,0,50,0,0,0,0.0,1342,duo-fpp,49,49,1453,0,0.0,0,0.0,0,0,2458.0,2,0,0.75
2691005,a7ab8096d69ac7,12cdd38b7704e1,08af4ee9f4e932,0,0,121.2,0,1,0,36,0,1,1,10.71,1352,duo-fpp,48,48,1469,0,0.0,0,0.0,0,0,120.1,1,0,0.2553
975903,bff03700208265,eeca6ae6b18029,5618caa3f56642,0,0,81.9,0,0,0,41,1301,1,1,3.271,1429,squad,29,29,-1,0,0.0,0,0.0,0,0,91.47,1,1487,0.1429
3593014,671cd5444b5067,866f4d096b3e62,5df6508cd81536,0,3,52.38,0,0,0,44,0,0,0,0.0,1410,solo-fpp,95,90,1494,0,0.0,0,0.0,0,0,2124.0,5,0,0.7553
202155,b60c2a76be75a8,58b54caf1041c5,acf0862c8d5091,0,0,73.32,0,0,0,62,0,0,0,0.0,1843,duo-fpp,49,47,1497,0,915.4,0,0.0,0,0,1416.0,4,0,0.4583
99909,e917229fc23983,769bfe511d2176,3fd183e6189511,1,0,0.0,0,0,0,82,1352,0,0,0.0,1381,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,29.07,2,1471,0.0714
174803,f6eb737ab0d415,c7b7a74d04c78e,89be43821d020a,0,0,53.0,0,0,0,86,1509,0,0,0.0,1814,solo-fpp,90,88,-1,0,0.0,0,0.0,0,0,90.13,1,1490,0.0449
3714614,dc33dea11eb202,136176384d089b,b65de9055327e0,0,7,6.69,0,1,7,29,1264,1,1,9.233,1971,squad-fpp,30,30,-1,0,6349.0,0,0.0,0,0,2368.0,5,1518,0.6897
931851,e6595e24fbb044,c2d327042bf685,2a5481e6260791,0,0,0.0,0,0,0,52,0,0,0,0.0,1360,solo-fpp,94,92,1760,0,0.0,0,7.159,0,0,2472.0,6,0,0.7957
2091275,d2c5022c1f3618,c8778603ab5681,aa4ea6a961de3a,0,0,100.0,0,1,0,33,0,1,1,63.12,1828,duo-fpp,48,47,1462,0,220.7,0,0.0,0,1,752.2,5,0,0.3617
4374790,88a4e67f7244f5,965abf8542479d,f752c91e410c5a,1,3,134.6,1,1,5,16,1624,2,1,124.3,1303,squad-fpp,29,28,-1,0,1893.0,0,0.0,0,0,1050.0,13,1593,0.5714
3034563,37cb10e5b8a6b0,b40301a40b966e,4439618070a56d,0,0,0.0,0,0,0,62,0,0,0,0.0,1770,squad-fpp,27,25,1463,0,0.0,0,0.0,0,0,318.7,4,0,0.3846
3293416,2576513412541e,197ee59deb5354,3f525d8ff80d23,0,3,138.1,0,0,8,37,1313,0,0,0.0,1906,squad-fpp,28,26,-1,0,1709.0,0,0.0,0,0,3713.0,9,1498,0.9259
4145186,51bad81c29e340,7c455bf81e2b1f,f764255a1dbfa4,0,2,22.05,0,0,0,53,0,0,0,0.0,1366,squad,28,25,1522,0,222.6,0,0.0,0,0,2433.0,4,0,0.8148
3811076,8c42f8af984428,9fbdf7007e71dd,9be0f615e4b4c0,0,0,0.0,0,0,0,86,1267,0,0,0.0,1393,solo-fpp,96,95,-1,0,0.0,0,0.0,0,0,26.36,1,1590,0.1053
2782851,999fa1c76ebe2c,ce9a3790e197fe,f649ad6e170b86,1,0,210.5,2,0,6,18,0,2,1,174.0,1366,squad-fpp,30,28,1500,1,0.0,0,0.0,0,0,2198.0,7,0,0.7241
2116110,adf38842a970dc,a35a1d1e8b980e,a149173c0bb057,0,2,286.6,0,1,2,14,0,2,1,10.21,1350,solo-fpp,95,91,1496,0,817.0,0,0.0,0,0,1191.0,4,0,0.7128
2981032,85cacfd0289741,2cb9cd7d45cffc,16ad0d3e09f759,0,4,91.23,0,0,10,45,1272,0,0,0.0,1860,duo-fpp,49,47,-1,0,1290.0,0,0.0,0,0,3711.0,5,1472,0.8125
4138852,24b86795817918,53f6ea05b397eb,1b2524cee4b67a,0,1,275.0,0,0,1,13,0,2,1,66.61,1786,solo-fpp,92,91,1497,0,3375.0,1,0.0,0,0,1413.0,7,0,0.7473
2584790,d3ba12c6e8ca04,875fdcc2ad0a79,67c8a0a1902cec,1,1,341.8,0,0,0,6,0,4,2,47.0,1118,solo-fpp,92,89,1511,0,0.0,0,0.0,0,0,142.8,2,0,0.5714
4383025,6d1b344c62d478,5636ce5fb14b76,fbd6cec204be53,0,2,228.1,2,0,2,32,0,1,1,5.325,1416,squad-fpp,27,27,1257,0,0.0,0,0.0,0,0,1607.0,6,0,0.5
3557196,d9da2b566560fc,61edd8444f678c,0e109fc94678fa,0,2,140.9,3,0,3,24,1223,1,1,165.4,1748,squad-fpp,28,27,-1,1,1685.0,0,0.0,0,0,1314.0,4,1454,0.5926
703079,00534cbb0a7c07,92629c3572aeb4,8168582f68308d,0,0,100.0,1,0,0,72,0,0,0,0.0,1962,duo-fpp,44,43,1506,1,0.0,0,0.0,0,0,414.8,3,0,0.2093
4347704,2a4d24458e42a0,4d053346c252fd,a5289c6705bc76,0,0,0.0,0,0,0,87,0,0,0,0.0,1883,duo-fpp,49,46,1468,0,0.0,0,0.0,0,0,99.17,0,0,0.0833
3143688,bb99d6d99b4171,fdff9b8c97c9c0,62dd794947e913,0,1,153.4,0,0,0,69,1415,0,0,0.0,1814,duo-fpp,50,50,-1,1,0.0,0,0.0,0,0,479.3,2,1551,0.4082
2799112,65061f535f45f6,57a283c16a0fc5,d0bf757aa6902e,0,0,0.0,0,0,0,72,1000,0,0,0.0,1381,squad-fpp,27,25,-1,0,0.0,0,0.0,0,0,425.1,5,1500,0.3077
1810437,d0af41ea1f092d,78794a271b1272,c8c8cf8ff8079a,0,0,114.4,1,1,0,20,1243,2,2,42.59,1371,duo-fpp,49,47,-1,0,0.0,0,0.0,0,0,868.4,2,1606,0.5208
1322819,81d70dcbc16c0e,79a8f2d6384d2f,9b2f8022ffccdc,0,0,34.3,0,0,0,55,1339,0,0,0.0,1411,solo-fpp,97,94,-1,0,0.0,0,0.0,0,0,824.4,5,1456,0.6146
2218322,8616bc1cfce8c1,6c9d7515677788,4655ff227707a3,0,0,0.0,0,0,0,73,0,0,0,0.0,1893,duo-fpp,49,47,1506,0,304.9,0,0.0,0,0,591.3,2,0,0.2708
1488144,f885ce2d66e5cd,148ae461520812,1d9f9b271cd4e5,0,3,513.7,2,0,6,4,0,5,2,103.2,1378,squad-fpp,27,27,1979,0,0.0,0,0.0,0,0,2430.0,4,0,0.8462
1716216,4fc28b42ad4d2c,4ad26777933d94,843c3ee0aaa201,0,1,135.1,1,0,1,30,0,1,1,105.2,1408,duo-fpp,49,47,1481,1,0.0,0,0.0,0,0,1846.0,5,0,0.7292
1176456,e5a18df3a82d34,6333be55ce4f91,0a6c711c7ebb4d,0,2,205.1,1,0,3,3,0,3,1,123.2,1810,squad-fpp,26,25,1465,0,1443.0,0,0.0,0,0,2871.0,8,0,1.0
2585830,745e9b754d3c7f,949e71916626ef,08b036085aab07,0,2,111.2,0,0,3,47,1103,0,0,0.0,1372,squad-fpp,28,28,-1,0,0.0,0,71.37,0,0,3872.0,6,1486,0.8148
13049,b8a702e3081637,04311d3de635fe,b427c0d9bb7f0d,0,0,26.56,1,0,0,95,1135,0,0,0.0,1967,squad-fpp,31,31,-1,0,0.0,0,0.0,0,0,85.83,1,1440,0.0333
1692855,044c5ca54d4359,d7bfd240387def,b652747bfc108d,0,0,189.1,1,1,0,36,0,1,1,6.563,1373,squad-fpp,25,25,1461,0,0.0,0,0.0,0,0,51.07,2,0,0.1667
1424841,44da6da15f5b9a,866bae3cfc56dd,95c86b1a653965,0,0,0.0,0,0,0,84,0,0,0,0.0,1406,squad-fpp,28,28,1323,0,0.0,0,0.0,0,0,119.7,4,0,0.1111
2603040,aab135d6d70189,a875fb2e42313b,1db88df9f451c0,0,0,0.0,0,0,0,69,0,0,0,0.0,1810,squad,27,26,1468,0,0.0,0,0.0,0,0,424.1,2,0,0.0769
1243037,1a89c5cbcaf1b5,32c10ab0e6c1de,a0c489008943f7,1,0,149.6,0,0,0,76,1351,0,0,0.0,1767,solo-fpp,92,87,-1,0,0.0,0,0.0,0,0,65.09,2,1526,0.1429
4309952,fd46efa22d6c0f,1ad1c93b529ca9,7faf6f11b32e2e,0,2,94.0,1,0,2,26,1101,1,1,16.92,1297,duo-fpp,49,47,-1,1,0.007,0,12.1,0,0,1971.0,6,1489,0.6667
1086845,f86552369a2cd5,e559b0c736cb56,d56a814fd99d70,0,1,0.0,0,0,1,57,0,0,0,0.0,2007,squad-fpp,29,28,1516,0,0.0,0,0.0,0,0,620.0,3,0,0.5
2324460,200f3cc4a6b57c,0d7de46791a913,471a501c1b9bf4,0,0,0.0,0,0,0,47,1000,0,0,0.0,1370,duo-fpp,49,49,-1,0,0.0,0,0.0,0,0,2158.0,10,1500,0.7292
608813,009e8d76576987,758b8e3c34be36,3b819b77f82dbf,0,0,73.92,0,0,0,93,0,0,0,0.0,1866,squad,29,28,1506,0,0.0,0,0.0,0,0,7.309,1,0,0.0714
3917046,625d6b719d4d69,93e90a7cf94bf5,d5c01288f3ff40,0,3,134.1,2,1,8,15,1240,2,1,87.87,1283,squad-fpp,31,30,-1,1,0.0,0,0.6698,0,0,4087.0,4,1522,0.9
1895741,7710584326d4f2,52a17ddac21853,260f3f55edb849,0,0,100.0,1,0,0,88,0,0,0,0.0,1889,duo-fpp,48,47,1486,0,0.0,0,0.0,0,0,57.7,3,0,0.0638
3617262,65161b03c1150a,8833bcfa6c5634,f25aff08093641,0,5,872.0,6,6,0,2,1391,9,3,90.95,1334,squad,27,26,-1,0,0.0,0,0.0,0,0,2490.0,5,1471,0.8462
1412468,685e16b3f474c6,cc8f53f93bcbb7,9198e0c2b5dafc,0,0,224.2,2,0,0,5,0,4,2,48.89,1405,squad-fpp,30,29,1457,0,0.0,0,0.0,0,0,441.4,5,0,0.3103
3511758,1dae41d0f88572,a9f2ce81a17393,e511375757dc22,0,0,47.3,0,0,0,64,0,0,0,0.0,1553,solo,99,96,1561,0,0.0,0,0.0,0,0,140.9,2,0,0.4694
2676847,6a34cb6805db4e,4773c1e7f620ae,7d49704e4805e0,0,0,0.0,0,0,0,75,0,0,0,0.0,1893,solo-fpp,98,93,1487,0,0.0,0,0.0,0,0,552.5,4,0,0.3299
2829743,6e1f7289a33056,62394274cc8033,5674457a3f8ac6,0,4,200.0,1,1,7,17,0,2,2,52.75,1319,duo-fpp,48,48,1532,0,0.0,0,35.5,0,0,2323.0,4,0,0.7447
4158580,7a3e81ad1957c8,edcff011d583de,4b6c72be8604e9,3,7,642.9,2,4,4,2,0,6,2,107.9,1808,duo-fpp,46,44,1554,1,4896.0,0,0.0,0,0,4322.0,8,0,1.0
3091486,4406f1a33b6a11,055944a6be33bb,bdf9f05478e426,0,0,0.0,0,0,0,81,0,0,0,0.0,1804,squad-fpp,30,26,1488,0,0.0,0,0.0,0,0,429.1,0,0,0.1379
1591680,fd5ede42e46fc1,bebbc978683730,73b5e7116e1f19,0,0,0.0,0,0,0,92,0,0,0,0.0,1382,squad-fpp,27,25,1420,0,0.0,0,0.0,0,0,19.29,0,0,0.0
2591572,1ffeae28038746,c158262808ef7a,d12190254685b6,0,0,25.8,0,0,0,77,1324,0,0,0.0,1420,squad-fpp,32,32,-1,0,0.0,0,0.0,0,0,48.84,2,1442,0.1613
3534827,f2923f170350cd,e368c9c40ed881,1c40ebe246caaf,0,0,126.4,0,0,0,70,0,0,0,0.0,1397,squad-fpp,30,29,1473,0,0.0,0,0.0,0,0,323.4,3,0,0.3793
80314,d98dbb545ecf63,174183265960d6,b404694655d446,0,3,200.0,0,1,3,13,0,2,1,12.69,2036,solo-fpp,99,96,1579,0,0.0,0,0.0,0,0,1924.0,7,0,0.8878
2003416,7932825e8de8b5,fc01270f9a4906,45ffb560fe3621,0,0,0.0,0,0,1,59,1289,0,0,0.0,1410,squad,28,26,-1,0,0.0,0,0.0,0,0,1235.0,2,1515,0.3704
3851140,5ae5e1fc727ea9,9fa431357c5d16,e62e599df33d17,0,0,73.32,0,0,0,77,1236,0,0,0.0,1350,duo-fpp,49,48,-1,1,0.0,0,0.0,0,0,243.9,2,1456,0.2708
4204339,283c8aa6d795d1,f446e01577e09a,f028752299d015,0,1,203.8,0,1,2,32,0,1,1,29.69,2071,solo-fpp,98,95,1484,0,0.0,0,0.0,0,0,1001.0,4,0,0.6392
455212,0735c2e5e27263,1e5ffefd3dfe4a,c818c13d262dbc,0,0,0.0,0,0,0,62,1237,0,0,0.0,1385,squad,29,28,-1,0,0.0,0,162.2,0,0,1427.0,6,1444,0.5714
4211683,5173e0e34c3db6,95676b469ded40,086da7dd130e62,0,0,0.0,0,0,0,94,1266,0,0,0.0,1371,squad-fpp,27,26,-1,0,0.0,0,0.0,0,0,0.0,0,1475,0.0
4163831,0254fb7a3f65c4,4f7d5246a78e68,c7533e58d88611,0,0,0.0,0,0,0,95,1719,0,0,0.0,1777,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,53.39,2,1525,0.0357
3699901,116f5e60f72a9d,ff7d08818899a5,43a0f0b0483867,0,2,111.6,0,0,0,56,0,0,0,0.0,1875,squad-fpp,25,24,1492,0,0.0,0,0.0,0,0,601.1,4,0,0.3333
4337871,b027820813aac8,de4de54957e58f,71d56ecf80358a,0,6,100.0,0,0,0,27,0,1,1,213.7,1439,solo,94,90,1538,0,152.4,0,0.0,0,0,2160.0,5,0,0.7312
4363631,35ae33960fec57,976643f7b54bea,d64523e09846c2,0,0,116.9,0,0,0,69,1268,0,0,0.0,1772,squad-fpp,30,29,-1,0,0.0,0,0.0,0,0,1103.0,2,1487,0.1724
465320,e1ac86a844575b,a1084d704ce4d5,19b0a7e32c4754,0,0,38.67,0,0,0,96,1194,0,0,0.0,1370,squad-fpp,30,30,-1,0,0.0,0,0.0,0,0,7.549,1,1412,0.0345
4287786,5f110f5d56b188,ae5e8242395887,7c2d6589125208,0,0,0.0,0,0,0,49,0,0,0,0.0,1889,duo,48,47,1498,0,0.0,0,0.0,0,0,128.1,1,0,0.8936
3101573,70701b97a0b1bd,99715d93c1d5c3,0741f0f61894cc,0,0,248.0,1,0,3,52,0,0,0,0.0,1834,duo-fpp,47,46,1500,0,826.4,0,0.0,0,0,2111.0,3,0,0.587
2816025,fabe7a327f0eaa,ab228a330e86d9,7d05c6a03fc516,0,1,49.5,0,0,1,51,0,0,0,0.0,1424,solo-fpp,94,93,1509,0,0.0,0,0.0,0,0,1209.0,3,0,0.7634
3542309,791bbbdb39c033,079bce28f0e420,0ebe17e7cf3578,0,2,100.0,1,0,0,33,0,1,1,41.87,1375,squad-fpp,30,28,1363,0,1066.0,0,67.86,0,0,1531.0,3,0,0.5517
2231182,b0707e856e9ca7,8877fcff3ac649,f394b26ca3cd10,0,0,116.4,1,0,0,66,1443,0,0,0.0,1256,squad-fpp,29,26,-1,0,0.0,0,0.0,0,0,91.1,2,1493,0.3214
2713556,a5c0fcb2aba40d,0e672d63b28157,4572f891fccf5b,0,2,84.43,1,1,2,14,1626,2,1,176.7,1372,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,1200.0,4,1584,0.5185
233159,07983a91569da1,938508658bd374,3040d0894dcf04,0,0,54.18,0,0,0,83,0,0,0,0.0,1374,squad,28,27,1395,0,0.0,0,0.0,0,0,91.02,2,0,0.1111
1869256,2e3007d7d92c6c,5d43824fb3289e,6485691306a6f8,0,3,143.9,1,0,1,33,0,1,1,37.39,1854,duo-fpp,48,46,1609,0,3415.0,0,0.0,0,0,1210.0,3,0,0.5532
1319397,39924fe14d520e,844f1848905fb4,6c3272bc52c4fd,0,0,283.9,2,1,0,17,1227,2,2,0.8262,1374,squad,29,29,-1,0,0.0,0,0.0,0,0,1060.0,3,1481,0.3929
3516068,4308fb2c4f9da7,35d0c355858f93,d2c0c1f0f24b79,1,0,188.9,1,1,0,16,1521,2,1,11.58,1278,squad-fpp,36,34,-1,2,0.0,0,0.0,0,0,141.6,4,1452,0.3429
2042239,0fb73d0802f9b7,f9a241f5de440c,439ca4b590b371,0,0,0.0,0,0,0,74,1004,0,0,0.0,1434,solo-fpp,96,96,-1,0,0.0,0,0.0,0,0,21.96,3,1510,0.2526
816830,c5d635d0a38bcb,dd713fa2e246fd,2ef4581fc8ad6a,0,0,0.0,0,0,0,95,1569,0,0,0.0,1780,duo-fpp,49,49,-1,0,0.0,0,0.0,0,0,0.0,0,1496,0.0417
3818647,622988255b7e0e,0fb089781a5635,e66544963bde37,0,0,0.0,0,0,0,96,1159,0,0,0.0,1351,solo-fpp,97,91,-1,0,0.0,0,0.0,0,0,0.0,0,1506,0.0
4418340,31a8180b939599,ec7abab98cb1d3,024006b5d16772,0,0,0.0,0,0,0,67,1000,0,0,0.0,1367,duo-fpp,48,46,-1,0,0.0,0,0.0,0,0,585.7,2,1500,0.4894
3246161,293c7b84a7b701,6ac6fb8af38183,5ddd9c81b98d54,0,0,30.11,0,0,0,77,0,0,0,0.0,2090,solo,96,91,1500,0,0.0,0,0.0,0,0,218.4,6,0,0.1789
4144151,7da3da5e6db99d,8dd1495ee8ed82,6468acdbe169d1,0,4,39.05,1,0,5,17,1450,2,1,61.35,1312,duo-fpp,47,47,-1,0,0.0,0,0.0,0,0,2539.0,5,1551,0.913
266739,d39be56642b08c,0ab0e86b4f9d25,77b35f4635d4e6,0,1,109.0,1,1,2,34,1009,1,1,22.99,1334,duo-fpp,49,48,0,0,0.0,0,0.0,0,0,546.6,3,1489,0.5
